Tool, Commit, Evaluation Result, Comment
Arja,https://github.com/dhis2/dhis2-core/commit/92d9ca4a2279159843991352baa6bb1674efe6ff,2,
Arja,https://github.com/EnMasseProject/enmasse/commit/50567c899e46f86ebfc79a9a8c3efddfd84b18eb,2,
Arja,https://github.com/apache/incubator-tamaya/commit/54d50a89aad87adf53f73a993cce752a3d27c8b3,2,
Arja,https://github.com/vert-x3/vertx-web/commit/e3c4a8d5cdd70fc09737ec81a9bb399485a11bbd,2,
Arja,https://github.com/Activiti/Activiti/commit/3fafce19f5b107b9b0e90d2e208d5c88f6ffb570,2,
Arja,https://github.com/swagger-api/swagger-codegen/commit/75714ac518fdf0cdd5fa9bdafa1b06835d7752c4,2,
Arja,https://github.com/molgenis/molgenis/commit/51a757934f5b0ac93dd3a89163f553d94ea6efee,2,
Arja,https://github.com/2018swecapstone/h2ms/commit/aa3c4107b2e06dd742e3f28d7bc15a6c671e37a3,2,
Arja,https://github.com/Activiti/Activiti/commit/fc7f7923ad0171c56cd5cb4795d3f54a3ecac667,2,
Arja,https://github.com/traccar/traccar/commit/5acf3e52e76c8249bb3dffb9593baf4a27d7953d,2,
Arja,https://github.com/SonarOpenCommunity/sonar-cxx/commit/2bd6ee55071234096d16fbfa4f5d29d06f0921d3,2,
Arja,https://github.com/apache/incubator-dubbo/commit/1381ea2c3036b1242b13cb3b9a4d904d1226a83a,2,
Arja,https://github.com/Activiti/Activiti/commit/2983b18fd66c6b375d7589f2b78df637151dd9db,2,
Arja,https://github.com/awslabs/amazon-kinesis-client/commit/4ed375b0afecacd1e4921f5afbee715cf6f236ce,2,
Arja,https://github.com/AxonFramework/AxonFramework/commit/09ec662ea429060cd9702ab84f063e814fc536b7,2,
Arja,https://github.com/SzFMV2018-Tavasz/AutomatedCar/commit/c9fb606e8f809683bdb2b0c8389a343ec7779c08,2,
Arja,https://github.com/albfernandez/GDS-PMD-Security-Rules/commit/1d4eedd301ce347228e4048ebecf826dec63fce9,2,
Arja,https://github.com/brettwooldridge/HikariCP/commit/f1d8d9cfc54c2006f3709e17e9ecf716d4ce1be9,2,
Arja,https://github.com/thelastpickle/cassandra-reaper/commit/e89720cbba5f935477f3ae0146096295dda70dc9,2,
Arja,https://github.com/traccar/traccar/commit/5e255a26287cf8af801085f18d9802eb0feba40f,2,
Arja,https://github.com/apache/incubator-dubbo/commit/06086275be54168a61412afe6e7790c5035885e9,2,
Arja,https://github.com/apache/incubator-dubbo/commit/c74ec13e2741d85ea66f43239c19b0103b7938f0,2,
Arja,https://github.com/traccar/traccar/commit/46140fb82777dbe923269e81056c395c444051ee,2,
Arja,https://github.com/apache/incubator-dubbo/commit/79ad0bfcbb7840d656db04a9f6db84c9ac37312c,2,
Arja,https://github.com/classgraph/classgraph/commit/bec26c4d807ae179ebfd98a676fbfd665f710b82,2,
Arja,https://github.com/openmrs/openmrs-module-htmlformentry/commit/a4a4d16783d1f38a8b2b10f58f9f28ea154cd834,2,
Arja,https://github.com/ctripcorp/apollo/commit/4b6df298ffd8b1e82ccf7c0257f060f5328c6ea9,2,
Arja,https://github.com/vert-x3/vertx-web/commit/a10ecc03c8b62cd730095da0f14cf43d51bdb581,2,
Arja,https://github.com/pippo-java/pippo/commit/f142ac222fe2d607af082edc2b7bef5d3eec893e,2,
Arja,https://github.com/Activiti/Activiti/commit/03ecd0f4bfbdce8f614802b6303395b523052847,0,
Cardumen,https://github.com/swagger-api/swagger-codegen/commit/277e7cfa8dbc2f10aab85b5c8bee98940897970b,2,
Cardumen,https://github.com/aicis/fresco/commit/486d079f9e16434716b3832ccb6e3c076a0d3d85,2,
Cardumen,https://github.com/AxonFramework/AxonFramework/commit/7154162b2720cdc5bdd6c2b0d1c8901316fb5677,2,
Cardumen,https://github.com/EnMasseProject/enmasse/commit/4a418b365f6bcc963927e5079889a64a57ba3316,2,
Cardumen,https://github.com/dhis2/dhis2-core/commit/eca43707b4318a0fb217dfb957c741567ea95c9b,2,
Cardumen,https://github.com/HubSpot/Baragon/commit/6de44bbe823ca6ac3339f760a69ea3604a5dda93,2,
Cardumen,https://github.com/openmrs/openmrs-module-htmlformentry/commit/13684fbe301961996297f33200fba324070f81a8,2,
Cardumen,https://github.com/raphw/byte-buddy/commit/d98cc4450e463f2bb5edf4a71cbf978d3f8d3cf8,2,
Cardumen,https://github.com/classgraph/classgraph/commit/4dc6b758d25add02a448eb36bd97c21a8f848933,2,
Cardumen,https://github.com/vert-x3/vertx-web/commit/770c55a96b9c304b386048ba05b5d8f2e8ad6e2d,2,
Cardumen,https://github.com/CorfuDB/CorfuDB/commit/bb8b30cfd29a981f541907d78f1acb0f77d6e4fb,2,
Cardumen,https://github.com/swagger-api/swagger-codegen/commit/51b941cf88184524e9af18e48ce013696145d9ba,2,
Cardumen,https://github.com/traccar/traccar/commit/d6b498b1798b1ff2059a1338ca68e958699ef028,0,
Cardumen,https://github.com/swagger-api/swagger-codegen/commit/156055fdd504a3a5e5b2c0e1e03bd4c22f2a8749,2,
Cardumen,https://github.com/dhis2/dhis2-core/commit/e9e2f41862bc9577f3b07e639570568a90090294,0,
Cardumen,https://github.com/rkonovalov/jsonignore/commit/b4053a30261a2131538372da1b45854aa6ae9585,2,
Cardumen,https://github.com/traccar/traccar/commit/8385061cf3b2374890c9d854d3843cecbc5ae0b9,2,
Cardumen,https://github.com/traccar/traccar/commit/8684f83d352e01effbe08cacaccb264d4d368575,2,
Cardumen,https://github.com/FasterXML/jackson-databind/commit/794754acebd0c42e581deddf3b794129d7857f73,2,
Cardumen,https://github.com/Activiti/Activiti/commit/45fe4ec0e1219a5e2716088c084807573378e2c4,2,
Cardumen,https://github.com/FasterXML/jackson-databind/commit/1074386f74c42ce0abd80a9304bcd77a26e56113,2,
Cardumen,https://github.com/dhis2/dhis2-core/commit/9e4ed0de225b917e18bd567f6dfe48c7bfdeb78b,0,
Cardumen,https://github.com/cpesch/RouteConverter/commit/e520e9f7f70ec9b3c095d9d5154f9d22c2512106,2,
Cardumen,https://github.com/debezium/debezium/commit/1d967a6d47b0b779a404bb00fe2b18d59e273ab6,2,
Cardumen,https://github.com/debezium/debezium/commit/b23a1ecd96c9f5c8faa83c6debcf6804908ecc9f,2,
Cardumen,https://github.com/FasterXML/jackson-databind/commit/605dbd66188648bc5001ac07a012af47191008fc,0,
Cardumen,https://github.com/molgenis/molgenis/commit/1fcaa0acf38a05a6b1f1ae4f616f4ddb6e9d2ff1,2,
Cardumen,https://github.com/apereo/java-cas-client/commit/29165243a522c09c5466ca0ca86b63b46d27b60c,2,
Cardumen,https://github.com/linkedin/pinot/commit/dba984956a553cfe1dfedd634018f742a32bbfdd,2,
Cardumen,https://github.com/aicis/fresco/commit/0f90107597e21350d12901d1f7b960fce71b875b,0,
Elixir,https://github.com/classgraph/classgraph/commit/721cc9737694db5e947fc8a7348239df523a2d18,0,
Elixir,https://github.com/EnMasseProject/enmasse/commit/77595367382f96052c528bbd46ca477c6ffdbaca,0,
Elixir,https://github.com/HubSpot/Baragon/commit/3d31c5261e039c6ad8f7aca9b8c8ec7aca29b87b,2,
Elixir,https://github.com/EnMasseProject/enmasse/commit/9748c6bd2572f23e1c9dfdd204bfc8409898468f,2,
Elixir,https://github.com/traccar/traccar/commit/822f9eb02153f12bb435d467074cf85eb9e581fb,2,
Elixir,https://github.com/EnMasseProject/enmasse/commit/6b8c12f9ba1101e99db0155a150c947246f12060,0,
Elixir,https://github.com/Blazebit/blaze-persistence/commit/1f106e8d2afa99a25e5811f7f81192e0f065733a,2,
Elixir,https://github.com/EnMasseProject/enmasse/commit/aa38b3353d6a78ebb0f15b32d3d56e7bee2083be,2,
Elixir,https://github.com/traccar/traccar/commit/bd4c32abced2bb654b64a2042668340167d6b191,0,
Elixir,https://github.com/albfernandez/GDS-PMD-Security-Rules/commit/af6a07245c6a29b9c85248b119d46c382c3a31bf,0,
Elixir,https://github.com/AxonFramework/AxonFramework/commit/18f14a1dbb137d507c466d65aca686b1ebf1f5fa,2,
Elixir,https://github.com/swagger-api/swagger-codegen/commit/b827d06077ac4e8c44695bf4ae5131cfa8423e31,2,
Elixir,https://github.com/cpesch/RouteConverter/commit/c49cced92b3e685c15d6407e2534d7f44c345e0d,2,
Elixir,https://github.com/INRIA/spoon/commit/3a88497f7aeed29d2c195d52600d5b81c328515c,2,
Elixir,https://github.com/pippo-java/pippo/commit/557899e7e8fab350171afd0860ae6448e1c40890,2,
Elixir,https://github.com/ctripcorp/apollo/commit/66578b800c11ffadccec2bd529c1c58c63780f9e,2,
Elixir,https://github.com/swagger-api/swagger-codegen/commit/569082743f126aaabfe0d6edd37183c03b9fd9f4,0,
Elixir,https://github.com/traccar/traccar/commit/670acf03fb75e56fc0efc0c1fcfac04060bfb985,2,
Elixir,https://github.com/rkonovalov/jsonignore/commit/b635f9e51699eb0b60d9b65eb1a48e8479d37a61,0,
Elixir,https://github.com/webfirmframework/wff/commit/f9ea0ca5de911fdf87ccd18a0af57f19e555ed1d,0,
Elixir,https://github.com/hexagonframework/spring-data-ebean/commit/4469c2a7e155697e74125883f92653189498f835,2,
Elixir,https://github.com/dhis2/dhis2-core/commit/0ae7a226c5e043ad5c410faaf74c57760acb001c,2,
Elixir,https://github.com/Activiti/Activiti/commit/a053742fc0537afe0802f559bc50621792f4a67b,2,
Elixir,https://github.com/apereo/java-cas-client/commit/73e36bf6d239e49846527bddb20a19130d9d9bcf,0,
Elixir,https://github.com/classgraph/classgraph/commit/9fd74d75c42e4281ac29b24d5aa173c58f725bf6,2,
Elixir,https://github.com/vert-x3/vertx-web/commit/d65cf18e27b850f06f097a0021d67724e6f5d07d,2,
Elixir,https://github.com/openmrs/openmrs-module-htmlformentry/commit/33ba9c4c63538d75365d13fc69883e8c5103f6d9,2,
Elixir,https://github.com/ctripcorp/apollo/commit/399b78dcf3470331bcd554cd8aad47eee25ffb9c,2,
Elixir,https://github.com/spring-projects/spring-data-jpa/commit/9381d6a5a3469f9c10195fb68617d300d6057531,2,
Elixir,https://github.com/swagger-api/swagger-codegen/commit/f9ed8a9a084773d4bc29cf2623228c58ac8ef692,2,
JGenProg,https://github.com/swagger-api/swagger-codegen/commit/bd5eb7ace39123389184a103cb404ace51cc5d79,2,
JGenProg,https://github.com/lettuce-io/lettuce-core/commit/34a8668a36cdbb8fe4a84ffc6e25d9c7d5328440,2,
JGenProg,https://github.com/dhis2/dhis2-core/commit/31bc55b702e259720fc30f9e1f1c7d7aa80ebbd5,2,
JGenProg,https://github.com/EnMasseProject/enmasse/commit/5fb0bb0492fcc102838883df8d3745b8e4929991,2,
JGenProg,https://github.com/EnMasseProject/enmasse/commit/4df023e19f1176b2809d1c1a392820a16b42e67f,2,
JGenProg,https://github.com/ctripcorp/apollo/commit/f92b06a3e19125ac1a39bf0503bcc0cd96e015d1,2,
JGenProg,https://github.com/linkedin/pinot/commit/b98fcd1c3eb3afd7055e06d0606791a2be492134,2,
JGenProg,https://github.com/HubSpot/Baragon/commit/16e366252ca5c3b20b73cf4e466e84619e7d7224,0,
JGenProg,https://github.com/dhis2/dhis2-core/commit/07eab9612a9b4ac3acf2a1d12520da980568463d,0,
JGenProg,https://github.com/EnMasseProject/enmasse/commit/68ecc5fba1132237e44aba32305c80be126371af,0,
JGenProg,https://github.com/AxonFramework/AxonFramework/commit/c557ca27e4237764f19c460ea043cdb2f2b5e130,2,
JGenProg,https://github.com/EnMasseProject/enmasse/commit/37f274d0f557fbf141c25f0cb431480b357aaf4d,0,
JGenProg,https://github.com/SonarOpenCommunity/sonar-cxx/commit/2bd6ee55071234096d16fbfa4f5d29d06f0921d3,2,
JGenProg,https://github.com/lettuce-io/lettuce-core/commit/4d0fa1984ac680797865289d91f20b432bfcc978,0,
JGenProg,https://github.com/dhis2/dhis2-core/commit/f1c6925c5eccbdbdcfae9ed3e6bfbe58a9ecc900,2,
JGenProg,https://github.com/Activiti/Activiti/commit/06be4bff9ca99e3f17541a72914fbd45116716dd,2,
JGenProg,https://github.com/swagger-api/swagger-codegen/commit/4b7233063c7461f36f78ddd1467eff32e19d207e,2,
JGenProg,https://github.com/swagger-api/swagger-codegen/commit/75714ac518fdf0cdd5fa9bdafa1b06835d7752c4,2,
JGenProg,https://github.com/brettwooldridge/HikariCP/commit/18ab21ed5821873d4b2f10c9cca06d93886bc045,2,
JGenProg,https://github.com/brettwooldridge/HikariCP/commit/63bcfe2cf00924b6eda37c4af0449ef9f34b9c31,2,
JGenProg,https://github.com/EnMasseProject/enmasse/commit/472c4d05811a0af78f09bb6f4c47e93cf3b4d23d,2,
JGenProg,https://github.com/traccar/traccar/commit/4d29679dec4508d28af7651cdfd130e5a218b387,2,
JGenProg,https://github.com/debezium/debezium/commit/772977f391d97fc7fa83ad2245f9d9285a3df832,2,
JGenProg,https://github.com/openmrs/openmrs-module-webservices.rest/commit/baebda151aeffee2f9a81307709e1a3ae227d4a6,2,
JGenProg,https://github.com/SonarOpenCommunity/sonar-cxx/commit/c56d5fa78a98261f480a9b7397cca5d6e6dfba8d,2,
JGenProg,https://github.com/apache/incubator-tamaya/commit/7a32a1a8b8b220ae187df532cc1758549af22de8,2,
JGenProg,https://github.com/albfernandez/GDS-PMD-Security-Rules/commit/1d4eedd301ce347228e4048ebecf826dec63fce9,0,
JGenProg,https://github.com/dungba88/libra/commit/227f9d699edf86432c0b0de9410e55798f7dbfb3,2,
JGenProg,https://github.com/molgenis/molgenis/commit/1fcaa0acf38a05a6b1f1ae4f616f4ddb6e9d2ff1,2,
JGenProg,https://github.com/brettwooldridge/HikariCP/commit/3869ed0edbdee1d1d7e592a29816885dbc29ba54,2,
JKali,https://github.com/EnMasseProject/enmasse/commit/52f7fa1c735a1666bcedfc921f0a29a40c1ce91d,2,
JKali,https://github.com/molgenis/molgenis/commit/1524a75efc0f3871d7f9e2da6c7887618f3e83c8,2,
JKali,https://github.com/apache/incubator-dubbo/commit/d0f7c05abb54f02584587a41d19636c35d3d9ab2,2,
JKali,https://github.com/openmrs/openmrs-module-htmlformentry/commit/f01fccd0641bacd44e7543f28a626425413faa79,2,
JKali,https://github.com/CorfuDB/CorfuDB/commit/806c324e205182e62e5ae3ee5d8dc50e4b9b8f9b,2,
JKali,https://github.com/Activiti/Activiti/commit/bdeef09bce254e0667b0048a8b4483f2d922e352,2,
JKali,https://github.com/classgraph/classgraph/commit/f3832fd17949c6446ceb489085d6a9fea48e6537,2,
JKali,https://github.com/spring-cloud/spring-cloud-gcp/commit/e1548d15a472c38e37ce90a734ba8d282c4a7de0,2,
JKali,https://github.com/AxonFramework/AxonFramework/commit/c557ca27e4237764f19c460ea043cdb2f2b5e130,2,
JKali,https://github.com/vert-x3/vertx-web/commit/a0fbb6a70f72663566037300fa9e6337457393e2,2,
JKali,https://github.com/Activiti/Activiti/commit/50c3c6a65a64631afadeb98493f4c208ac45fea7,2,
JKali,https://github.com/CorfuDB/CorfuDB/commit/81f25cdf7cdfdc59fc9ba8ec63ae182c1a6ab310,2,
JKali,https://github.com/Activiti/Activiti/commit/8082b3cfa54c629bd62766296f87b8d062425704,2,
JKali,https://github.com/apereo/java-cas-client/commit/8e1a7789b19ea5582a055ed34c168c3b0650305f,2,
JKali,https://github.com/molgenis/molgenis/commit/097c8a7f026578405556438ad96c8a65b196fda3,2,
JKali,https://github.com/traccar/traccar/commit/b55e3d1044e973cf14f7521bfacb592867f19d44,2,
JKali,https://github.com/Activiti/Activiti/commit/e249a46c64d70d09747c37cf435dd21561a51fe2,2,
JKali,https://github.com/vert-x3/vertx-web/commit/a27dd492313e24d919a1e949d33ddeec0a778708,2,
JKali,https://github.com/swagger-api/swagger-codegen/commit/748460488aa6477f406cb3e5d15eb9334ba34192,2,
JKali,https://github.com/jgrapht/jgrapht/commit/9d75fdc8cd3fdb7ad853c07b3c0691a84b8b4400,2,
JKali,https://github.com/SonarOpenCommunity/sonar-cxx/commit/d1a9900f0a14416c964517cd348bea6ed7501f3f,2,
JKali,https://github.com/linkedin/pinot/commit/c0e20178fc62fafe19883eaabbc27949cae9d004,2,
JKali,https://github.com/molgenis/molgenis/commit/b5b571a6fea0c81614093d397a2814f3fc2b4414,2,
JKali,https://github.com/apache/incubator-dubbo/commit/13f9c4f8dec1415a52e4e3c3dac9437d1ac5bf3f,0,
JKali,https://github.com/apache/incubator-dubbo/commit/00051662b1c1e07eb11c88ffa754491597475e90,2,
JKali,https://github.com/spring-projects/spring-data-commons/commit/1d8717712c14d7c920f975e9e34716170857a08c,2,
JKali,https://github.com/molgenis/molgenis/commit/c6a3e73ad3ac73928a31abbb80310f3f8ea29da6,2,
JKali,https://github.com/openmrs/openmrs-module-webservices.rest/commit/897b767ddeb3197f4af1d96df0c66b8894c1f3dd,2,
JKali,https://github.com/molgenis/molgenis/commit/15621b6eeda8581bc8d7b7db110a83c01ecda83f,2,
JKali,https://github.com/aicis/fresco/commit/dffb1ba8bd0055918500944e3c684621c9a9b142,2,
JMutRepair,https://github.com/debezium/debezium/commit/29a7043fe34624287d3aaafa4a9a09f5989c4e08,2,
JMutRepair,https://github.com/classgraph/classgraph/commit/8aa0b2bbd79d3028d6d78b7892a935a7336fc6e8,2,
JMutRepair,https://github.com/cpesch/RouteConverter/commit/6f79a605b44625202540264afc6550ced31851b4,0,
JMutRepair,https://github.com/molgenis/molgenis/commit/f9df63b939e4c10edcf1797a35ad76daa5fa7b8f,0,
JMutRepair,https://github.com/molgenis/molgenis/commit/25af68895a3101e6ac7beb024f2134bea3b193cd,2,
JMutRepair,https://github.com/traccar/traccar/commit/ff67008d5c9fb78f98c4bf821d0d8f8f064d5b5e,2,
JMutRepair,https://github.com/Blazebit/blaze-persistence/commit/e668de70e58e79369a84ba2d7321b9cac2edbbe5,2,
JMutRepair,https://github.com/square/javapoet/commit/b0e92a07d0ca51f073ea47d2a3c9ec9b81500ddf,2,
JMutRepair,https://github.com/apache/incubator-dubbo/commit/e8fe993bb02c2db455a8636cf2dd861e79fee7d2,2,
JMutRepair,https://github.com/HubSpot/Baragon/commit/145f5f7a4a5636f5d737657c84bb1a6b9518a01a,2,
JMutRepair,https://github.com/Activiti/Activiti/commit/85b218c85b6eae6c0c444d3b4bb7002db722c8c4,2,
JMutRepair,https://github.com/HubSpot/Baragon/commit/de7bd79fd4ed3f63c83587dcf884f775ccbd2a98,2,
JMutRepair,https://github.com/classgraph/classgraph/commit/93d471b603edf7c3e81ef5a93957a01547021f2c,2,
Nopol,https://github.com/org-tigris-jsapar/jsapar/commit/d8bdd63967722312519e8a3c0a4eac46d91468a2,0,
Nopol,https://github.com/apache/incubator-dubbo/commit/068a7d99e79b4ef3ff5d75342e2f847bd81f2c76,2,
Nopol,https://github.com/vkostyukov/la4j/commit/ecf6b63e657be23543a422c44ac0ee3ce10695a8,2,
Nopol,https://github.com/classgraph/classgraph/commit/8aa0b2bbd79d3028d6d78b7892a935a7336fc6e8,2,
Nopol,https://github.com/debezium/debezium/commit/29a7043fe34624287d3aaafa4a9a09f5989c4e08,2,
Nopol,https://github.com/apache/incubator-servicecomb-java-chassis/commit/d469ef44d1e733abc67a395a5070b55bad47f224,2,
Nopol,https://github.com/swagger-api/swagger-codegen/commit/733e19c113b3cf77be28489ae9bc07b425cdd053,2,
Nopol,https://github.com/linkedin/pinot/commit/0e8bf4f6dca6167f67ddf03234f62197e9b4f937,0,
Nopol,https://github.com/HubSpot/Baragon/commit/d0a6756084e69f1548a92ee1fe8dc0f178bbfade,0,
Nopol,https://github.com/pippo-java/pippo/commit/b0e60a2d3a73c0020cbbf80bcd3d9e9aa0990099,0,
Nopol,https://github.com/AxonFramework/AxonFramework/commit/aa9548ad607a65ea2c775120b4ce5725c0af81d3,2,
Nopol,https://github.com/SonarOpenCommunity/sonar-cxx/commit/db2a7b6d21bd659dc81f61a1ac997a76f4b41dc7,2,
Nopol,https://github.com/apache/incubator-dubbo/commit/ef0bafccb850181672e210692f0d57e92b335d32,0,
Nopol,https://github.com/brettwooldridge/HikariCP/commit/bc450c6c25fe7b7ef44c1663deb84cdcf5e46311,2,
Nopol,https://github.com/brettwooldridge/HikariCP/commit/fa26ccc71963e6c7ff74c4703acef05447afe7c2,2,
Nopol,https://github.com/openmrs/openmrs-module-htmlformentry/commit/310a6958f861e48fbea3e02343841f69aa49ff0c,2,
Nopol,https://github.com/traccar/traccar/commit/cad3601db6cacc090783f7e53dafcc71717cb196,2,
Nopol,https://github.com/openmrs/openmrs-module-htmlformentry/commit/554482c076e311240f669ba6e7a7f899776abd5e,2,
Nopol,https://github.com/pippo-java/pippo/commit/91c89453a3820a4ae24a91fecab90928d8f9934f,2,
Nopol,https://github.com/traccar/traccar/commit/8b17694d807799c1311fd32e38925f9f5fd0c5a1,2,
Nopol,https://github.com/brettwooldridge/HikariCP/commit/03a44b7ab5426a32c0a699a9bb21761585e6ae7c,2,
Nopol,https://github.com/swagger-api/swagger-codegen/commit/a6e4203cd53109c2aaec412be3b9a503d6b2f91f,0,
Nopol,https://github.com/traccar/traccar/commit/1e6448f0e25fb95b35b23a67517274481b11ca9e,0,
Nopol,https://github.com/SonarOpenCommunity/sonar-cxx/commit/fce0c9102c4ced0d127b1cd3ba7dbe8a4d2dff04,2,
Nopol,https://github.com/AxonFramework/AxonFramework/commit/7d85113ddb30545f2d0040db92b38e8f6441ce9a,0,
Nopol,https://github.com/rkonovalov/jsonignore/commit/e45c1702868f641c9ba03a79b31a874bf045d678,0,
Nopol,https://github.com/molgenis/molgenis/commit/d61c5c726b4898fd81ec12119dc1cee12d04f611,2,
Nopol,https://github.com/HubSpot/Baragon/commit/5762cd03f719015471d41b0e6e40a167773ca39c,0,
Nopol,https://github.com/societe-generale/ci-droid-tasks-consumer/commit/eb3ff40936bb3e4c3b1c60a0c85fb5f5f584f7e9,0,
Nopol,https://github.com/brettwooldridge/HikariCP/commit/bbac41d3e97f3de2c0175cf166ed2a980bae0e5b,0,
NPEfix,https://github.com/jgrapht/jgrapht/commit/275c6fdbd5d026b41d445949d6daf27f9454e119,2,
NPEfix,https://github.com/classgraph/classgraph/commit/c71ed34059a7b067b2a8e2f62ccb9007ad839f96,2,
NPEfix,https://github.com/molgenis/molgenis/commit/fe024cb4e4234d03e81c7954da6184cb539740ea,2,
NPEfix,https://github.com/classgraph/classgraph/commit/9fd74d75c42e4281ac29b24d5aa173c58f725bf6,2,
NPEfix,https://github.com/pippo-java/pippo/commit/ef4ce8c3a2511087e461379895b376c08f06c67d,2,
NPEfix,https://github.com/cpesch/RouteConverter/commit/3076e158e46f279cd98a55b2fb37585c467c4b2e,2,
NPEfix,https://github.com/cpesch/RouteConverter/commit/09b81bbf87832f8e919fc022843028f8d523cca3,2,
NPEfix,https://github.com/linkedin/pinot/commit/4807a2fb9c1fdd0de65bc2bbad607fb5c8156346,2,
NPEfix,https://github.com/cpesch/RouteConverter/commit/91f6b09ed8a4987d284762a13651ae25dd58bd4d,0,
NPEfix,https://github.com/Activiti/Activiti/commit/faca141e260d249d46b60574a66b02243598c551,0,
NPEfix,https://github.com/FasterXML/jackson-databind/commit/5044e7d5436704fde4f95412e5af1ef5211f1eee,2,
NPEfix,https://github.com/INRIA/spoon/commit/a2896983928c4906971953b8d13af531d8ade02a,0,
NPEfix,https://github.com/classgraph/classgraph/commit/c8567646e7af8cf4c386932377519554c397513e,2,
NPEfix,https://github.com/swagger-api/swagger-codegen/commit/fc4fce373184e5ee6419a66fd274997290578c35,0,
NPEfix,https://github.com/vitorenesduarte/VCD-java-client/commit/8ab15f903cc86e1d98db17511e24e79936b3be52,2,
NPEfix,https://github.com/classgraph/classgraph/commit/2a24a970c0550ef663a05f4540d63418be20a9b8,0,
NPEfix,https://github.com/cpesch/RouteConverter/commit/3e9579a23c3ff3f71e1e48187f152405bf489e6f,2,
NPEfix,https://github.com/FasterXML/jackson-dataformats-binary/commit/7ca3f0aa8a66f4044e8c7b2912226cbbfe81870f,0,
NPEfix,https://github.com/apache/incubator-dubbo/commit/d192720920a6d7096b6dc4c3b80b38c8177ff077,2,
NPEfix,https://github.com/molgenis/molgenis/commit/02d549ee3dca876e892987a8414c67bc487fa7f2,2,
NPEfix,https://github.com/classgraph/classgraph/commit/6af7fdc8c9d56500c018d7dff2ba36dea6b6da6e,2,
NPEfix,https://github.com/cpesch/RouteConverter/commit/06f7eb60e6857085a2b0b7d023c57a932e7d133e,0,
NPEfix,https://github.com/SonarOpenCommunity/sonar-cxx/commit/cbde6b0046afae474782cb62ba0bf1bd4e2694c6,2,
NPEfix,https://github.com/molgenis/molgenis/commit/d61c5c726b4898fd81ec12119dc1cee12d04f611,2,
NPEfix,https://github.com/dhis2/dhis2-core/commit/d4dbc4787e5f35a6152254f0c98204e371fb805e,0,
NPEfix,https://github.com/apache/incubator-dubbo/commit/4ccc42f7d4e6eb82c8c1b5ed40f29a45c003d5bc,0,
NPEfix,https://github.com/dhis2/dhis2-core/commit/57a53bc420da8f1cbff4b8bb52cde4438da6dac1,2,
NPEfix,https://github.com/linkedin/pinot/commit/a41a5f170d14526c3c3d7f74d859d789791c10d0,0,
NPEfix,https://github.com/jgrapht/jgrapht/commit/e0bc3cd032ea1ef1dd29e39f1a3b036b498c9eae,0,
NPEfix,https://github.com/CSU-CS414-WareWolves/cs414-f18-001-WareWolves/commit/0cb6dc0e7b96e51f481a8eed7eee17b3358149c3,0,